252
286
406
470
643
730
856
1190
1216
1253
1315
1342
1415
1500
1519
1541
1550
1672
1700
1779
1820
1958
2030
2172
2176
2469
2490
2574
2589
2604
2605
2624
2691
2758
3104
3551
3614
4024
4495
4824
5962
5967
7089
7090
7100
7173
7548
7575
7599
7787
7950
8430
8452
8453
8484
8658
8751
8756
8799
9124
9250
9437
9562
9845
9915
10074
10182
10219
10695
10760
12558
13032
13033
16327
16329
16376
19717
19886
20194
30847
31454
36111
37906
567636
862832
924129
924130
961682
961684
961685
961711
